Immagine;Didascalia;Denominazione;Localita;Indirizzo;Civico;Comune;Telefono;Email;SitoWeb;Categoria;Categoria Secondaria;Latitudine;Longitudine;orario;noteorario;Ingresso
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/LOGO FONDAZIONE in verticale.jpg;Logo del Museo Storico del Trotto;Fondazione Mori - Museo Storico del Trotto;Zona Ippodromo Mori;C.da Asola;24;CIVITANOVA MARCHE;0733.1871163;info@museodeltrotto.it;www.museodeltrotto.it;Specializzato;Arte;43.3383;13.6792;"Dal luned� al venerd�: 9-12/15-18; sabato e domenica aperto su prenotazione telefonica o in occasione di particolari eventi (consultare sito)";;Ingresso 2 ? (ingresso gratuito in occasione di particolari giornate culturali)
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/Museo1.jpg;Veduta interna del museo;"Museo Casa Natale ""Filippo Corridoni""";Archivio Storico - Palazzo Municipale;Via Trincea delle Frasche;29;CORRIDONIA;0733/439901;segreteria@comune.corridonia.mc.it;www.museocorridoni.it;Specializzato;Storia;43.2505;13.5138;Domenica 17-19, oppure su richiesta;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/Museo 3.jpg;Divise militari dell?Aeronautica;Museo Storico Aeronautico;Palazzo del Comune;Corso Boccalini;36;LORETO;"338.1249298; 393.4996490";assoarma.loreto@hotmail.com;;Specializzato;;43.4407;13.6085;"Da marted� a venerd� 16-19; sabato domenica 10-13 e 16-19.";"Per visite su richiesta tel. 338.1249298; 393.4996490";ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/Museo_Malacologico.jpg;Veduta esterna del museo;Museo Malacologico Piceno;;via Adriatica;240;CUPRA MARITTIMA;"0735/777550; 3473704310";malacologia@fastnet.it;http://www.malacologia.org;Storia naturale e scienze naturali;Etnografia e antropologia;43.0336;13.8564;Giugno-agosto: tutti i giorni (giugno: 16-20, luglio-agosto: 16-22). Aprile-maggio-settembre: mar-giov-sab-dom. Ottobre-marzo:gio-sab-dom;I giorni e gli orari di apertura variano a seconda del periodo dell' anno, con elasticit� per i gruppi;"prezzo intero: 7,50 ?; prezzo ridotto: 5 ?; ridotto over 65: 6?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/museo_pietraiadeipoeti.jpg;Veduta del museo;Pietraia dei Poeti;;contrada Barattelli;3;SAN BENEDETTO DEL TRONTO;;info@pietraiadeipoeti.it;www.pietraiadeipoeti.it;Arte;;42.9215;13.8526;apertura a richiesta;;gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/particolare_2.jpg;Ostensori;Museo degli ori e argenti della chiesa di S. Francesco;Centro storico;Piazzale San Francesco;8;SERRAPETRONA;0733-908321;comune@serrapetrona.sinp.net;http://www.serrapetrona.sinp.net;Arte;;43.1759;13.1869;Apertura su richiesta;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/PICT2765.jpg;Veduta interna del museo;Museo della Civilt� Marinara delle Marche;;Banchina di Riva Malfizia;16;SAN BENEDETTO DEL TRONTO;0735.588850;musei@comunesbt.it;http://www.comunesbt.it/Engine/RAServePG.php/P/929510010119;Etnografia e antropologia;Territoriale;;;"Orario invernale (1 settembre-30 giugno): 9-13; domenica e luned� chiuso. Orario estivo (1 luglio-31 agosto): 18-24; luned� chiuso.";Visite guidate su prenotazione. Visite pomeridiane su appuntamento.;Ingresso libero
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/polittico_fondo_nero.jpg;Carlo e Vittore Crivelli, Polittico;Pinacoteca della chiesa di San Martino Vescovo;;Viale della Vittoria;SNC;MONTE SAN MARTINO;0733/660107;comune@montesanmartino.sinp.net;http://www.comune.montesanmartino.mc.it;Arte;;43.0319;13.4378;Periodo estivo: aperto domenica pomeriggioPeriodo invernale: su richiesta;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/Ritratto_Venanzio_Filippo_Piersanti.jpg;Gian Domenico Porta, Ritratto di monsignor Venanzio Filippo Piersanti;Museo ?V.F. Piersanti?;Palazzo Piersanti;Via Umberto I;11;MATELICA;0737.84445;museopiersantimatelica@virgilio.it;http://www.comune.matelica.mc.it;Arte;Specializzato;43.2561;13.0083;"Ottobre-Marzo: sabato, domenica e festivi 10-12/15-17; Aprile-Settembre: marted�-domenica 10-12/15,30-18.";;"prezzo intero: 4 ?; prezzo ridotto: 2 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/Roma_23.jpg;Taddeo e Federico Zuccari, Madonna con Bambino in gloria e angeli;Museo Civico Antiquarium e area archeologica Domus del mito;Localit� Pradello;Via Pratello Santa Maria;SNC;SANT'ANGELO IN VADO;0722/ 88455;"comune.sangelo-vado@provincia.ps.it; cultura@comune.sant-angelo-in-vado.ps.it";http://www.comune.sant-angelo-in-vado.it;Archeologia;Arte;43.6663;12.4113;Tutti i giorni: 9-13/ 15-19;;"Intero: 2 ?; ridotto: 1 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/Roma_27.jpg;manifattura fiamminga (da Pieter Paul Rubens), Assunzione della Vergine;Museo Diocesano;Palazzo del Vecchio Episcopio;Piazza Duomo;9;ANCONA;071.200391;museo.ancona@diocesi.ancona.it;www.museodiocesanoancona.it;Arte;Storia;43.6255;13.5101;Da ottobre ad aprile: sabato, domenica e festivi 10-12.30 e 16-19. Da maggio a settembre: sabato, domenica e festivi 10-12.30 e 16-19.;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/RUBENS_ALTA_DOPO_RESTAURO.jpg;Peter Paul Rubens, Adorazione dei pastori;Polo museale di Palazzo dei Priori - Pinacoteca civica ? Museo Archeologico Sezione picena - Sala del mappamondo;Palazzo dei Priori;Piazza del Popolo;5;FERMO;0734-217140;museidifermo@comune.fermo.it;http://www.fermomusei.it;Arte;Archeologia;43.1617;13.7182;"Settembre-maggio: da marted� a venerd� 10-13, 15.30-18; sabato e domenica 10-13, 15.30-19. Chiuso luned�. Dal 1 luglio al 31 agosto: tutti i giorni 10-13, 16.00-20, tutti i gioved� di luglio e agosto apertura serale 21-24. dal 10 al 20 agosto: apertura se";Biglietto di Rete Civica (7 gg.): accesso a Musei Villa Vitali, Cisterne, Museo Dioces., Cattedrale, Oratorio S. Monica, riduzione per musei S. Elpidio a Mare e sconti in esercizi convenzionati.;Biglietto di Rete Civica: intero 7,50?, ridotto 4,50?. Biglietto singolo: intero 3?, ridotto (6-14 anni, over 65, gruppi superiori a 15) 2?.
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/sala_Maestri_dascia.jpg;Interno del museo;"Museo della Marineria ""W. Patrignani""";Villa Molaroni;viale Pola;9;PESARO;"0721.387541/35588/387393;call center 199151123";museomarineria@comune.pesaro.pu.it;"www.museomarineriapesaro.info; www.pesarocultura.it";Etnografia e antropologia;;43.9165;12.9084;Da giugno a settembre: venerd� sabato domenica e festivi 10-13, 16-19. Da ottobre a maggio: venerd� sabato domenica e festivi 16-19. Chiuso 1 gennaio e 25 dicembre.;Durante tutto l'anno aperto su prenotazione da luned� a gioved� per visite guidate di gruppi e percorsi didattici con le scuole (call center 199 151 123);ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/01_Crocifisso stellato.jpg;"Pietro Vannini; bottega orafa dell'Italia centrale, Cristo";Museo di arte sacra di Comunanza - Musei Sistini del Piceno;Palazzo Pascali;via Rossini;2;COMUNANZA;"0735/594960; 347.3804444";info@museisistini.it;www.museisistini.it;Arte;Specializzato;42.9576;13.4138;"Nei periodi di Natale, Pasqua fino al 1� maggio ed estate. Luglio fino al 22 sabato e domenica, dal 23 luglio al 31 agosto tutti i giorni 10.30-12, 17.30-19. Dal 13 al 15 luglio: ""Mazzumaja"" anche 21.30-23. Per orari specifici consultare il sito o 347.380";;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/13-agenda.jpg;Calice di Felice Peretti (Sisto V) e medaglia della sorella Camilla Peretti;Museo Sistino di Grottammare - Musei  Sistini del Piceno;Chiesa di San Giovanni Battista, paese alto;P.zza Peretti;snc;GROTTAMMARE;0735/594960;info@museisistini.it;www.museisistini.it;Arte;Specializzato;42.9893;13.8687;Natale, Pasqua fino al 1� maggio ed estate. Luglio, agosto e fino al 16 settembre: 21.30-23.30. Per orari specifici consultare il sito o 347.3804444.;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/14-pop.jpg;Portale di ingresso del Poltrona Frau Museum;Poltrona Frau Museum;;Via Cristoforo Colombo;;TOLENTINO;0733.909447;museum@poltronafrau.it;www.poltronafraumuseum.it;Specializzato;;43.2093;13.2806;Dal marted� al venerd� 15.30 - 19.30. Sabato 9.30 - 13.00 e 15.30 - 19.30.;Possibilit� di effettuare visite guidate. Per info: museum@poltronafrau.it.;Ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/1_MAM.jpg;Ingresso del MAM;MAM - Museo d'Arte sul Mare;;Molo Sud;s.n.c.;SAN BENEDETTO DEL TRONTO;0735.794588;"musei@comunesbt.it; piernicola.cocchiaro@gmail.com";www.mamsbt.it;Arte;;42.9557;13.8913;Sempre aperto;;Ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/alto6.jpg;pittore spoletino, sec. XIII, Crocifisso;Museo Sistino Vescovile di Montalto Marche - Musei Sistini del Piceno;Palazzo ex Seminario;P.zza Sisto V;1;MONTALTO DELLE MARCHE;"0736/828688; 0735/594960; 347.3804444";info@museisistini.it;www.museisistini.it;Arte;Specializzato;42.9888;13.6085;"Nei periodi di Natale, Pasqua fino al 1� maggio ed estate. Luglio, agosto e fino al 16 settembre: 17-19.30. 14 agosto: ""Notte delle streghe e dei folletti"" dalle 18 alle 23.";;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/Area_Archeologica_Portico.jpg;Veduta dei resti del portico del Santuario ellenistico romano;Museo archeologico del Santuario Ellenistico di Cuma;;Via Crocifisso;snc;MONTE RINALDO;0734/777121;com.monterinaldo@provincia.fm.it;www.monterinaldo.135.it;Archeologia;Arte;43.3332;13.1671;"1 maggio:10-12,15-18; 19 maggio: 20-24; maggio:sab dom 15-18; giugno: sab dom 16-19; luglio e agosto: ven sab dom 16-19, il 15 agosto 16-19; settembre: sab dom 15-18. Luglio agosto su prenotazione apertura straordinaria mercoled� dalle 21.45.";Per visitare l?area sar� possibile contattare il comune di Monte Rinaldo al n. 0734/777121 che, in base alla disponibilit� e solo con orario 9-13, provveder� ad inviare l?operatore sul posto.;"Intero: 5 ?; ridotto: 3,00 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/cassi_5700.jpg;esterno di Palazzo Cassi, sede del Museo;Quadreria Comunale e Sala archeologica dell'abitato protostorico e della necropoli picena;Palazzo Cassi;Piazza della Vittoria;9;SAN COSTANZO;0721.950110 (ProLoco) - 0721.951212 (Comune);cultura@comune.san-costanzo.pu.it;www.comune.sancostanzo.pu.it;Archeologia;Arte;43.7625;13.0685;"inverno:marted� e gioved�:16-18, sabato:9-12, domenica:10-12; estate: tutti i giorni tranne luned�:17-22.30";;ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/DSCF3760.jpg;Veduta interna del museo;"Museo di Arte Povera Contadina ""Luigi Fagianella""";Fraz. Vestignano;Via Castello;s.n.c.;CALDAROLA;335.5305879;enosant@alice.it;;Etnografia e antropologia;Territoriale;43.118;13.2092;Prefestivi e festivi dalle 15 alle 18. Gli altri giorni su prenotazione.;Il museo � segnalato all'uscita di Caldarola, direzione Sarnano.;Ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/FOTO_019.jpg;Museo di arte sacra, interno;Museo di arte sacra di Force - Musei Sistini del Piceno;Palazzo Canestrari;Via Beata Assunta Pallotta;27;FORCE;"0735/594960; 347.3804444";info@museisistini.it;www.museisistini.it;Arte;Specializzato;42.9623;13.4886;"Aperture programmate nei periodi di Natale, Pasqua fino al 1� maggio ed estate. Luglio e agosto 17-19.30 (25-26 agosto ""Antichi sapori"", 11-12 agosto ""festa del Crocifisso"" anche 21.30-23). Per orari specifici consultare il sito o 347.3804444.";;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/Fotomuseo005.jpg;Museo di arte sacra, interno;Museo di arte sacra di Rotella - Musei Sistini del Piceno;Ambienti attigui alla chiesa di Santa Viviana;Via Ciccolini;5;ROTELLA;"0735/594960; 347.3804444";info@museisistini.it;www.museisistini.it;Arte;Specializzato;42.9544;13.5603;Aperture programmate nei periodi di Natale, Pasqua fino al 1� maggio ed estate. Luglio e agosto: 17-19. Per orari specifici consultare il sito o 347.3804444;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/gruppo.jpg;Bronzi dorati da Cartoceto di Pergola;Museo dei Bronzi Dorati e della Citt� di Pergola;Ex-convento di San Giacomo;Largo San Giacomo;1;PERGOLA;"0721/734090; 0721/7373278; 0721/7373274";museo.bronzidorati@libero.it;http://www.bronzidorati.com;Archeologia;Arte;43.5642;12.8344;Dalle 10 alle 12.30 e dalle 15.30 alle 18.30. Chiuso luned�, 25 dicembre e 1 gennaio. Luglio e agosto aperto tutti i giorni: 10 -12.30, 15.30-19.;Sono previste aperture straordinarie su prenotazione;"Intero: 6 ?; ridotto: 5 ? (over 65, gruppi >15 pax, soci coop e Touring); scolaresche 4 ?; bambini 6-11 anni 3 ?; gratuito < 6 anni, invalidi civili sup. 2/3, grandi invalidi di guerra e del lavoro"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/IMG_1930.jpg;Sala del museo;Museo d'arte sacra di Castignano - Musei Sistini del Piceno;Chiesa San Pietro Apostolo;P.zza San Pietro;snc;CASTIGNANO;"0735/594960; 347.3804444";info@museisistini.it;www.museisistini.it;Arte;Specializzato;42.9384;13.6225;"Aperture programmate nei periodi di Natale, Pasqua fino al 1� maggio ed estate. Luglio, agosto e fino al 16 settembre: 17-20. Dal 16 al 19 agosto ""Templaria"" ore 18-23. Per orari specifici consultare il sito o 347.3804444.";;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/IMG_2344.jpg;Veduta di una delle sale del museo;Museo dell'Infanzia;;V.le I Maggio;1;SIROLO;"071.9207937; 328.0734381";info@museodelgiocattolo.net;www.museodelgiocattolo.net;Storia;Specializzato;43.5122;13.6006;Aperto tutti i giorni (compreso domenica e festivi) dalle 9.30 alle 19.00;;"Intero: ? 4; ridotto ? 2; gruppi e scolaresche ? 3"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/interno.jpg;Veduta interna dei resti della villa romana tardoantica;Area archeologica di Colombarone;Colombarone;Strada Statale Adriatica 16, angolo strada San Cristoforo, dietro Chiesa Colombarone;;PESARO;389/6903430;didattica@antequem.it;www.archeopesaro.it;Archeologia;Storia;43.9498;12.7953;Dal 15 giugno al 15 luglio venerd�, sabato e domenica dalle 17 alle 20. Dal 16 luglio al 19 agosto tutti i giorni dalle 17 alle 20. Dal 20 agosto al 30 settembre venerd�, sabato e domenica dalle 17 alle 20.Orari di apertura sempre aggiornati sul sito e su;L?area archeologica � aperta al pubblico durante i mesi estivi da giugno a settembre. Nel periodo di chiusura � aperta su prenotazione.;Ingresso gratuito, visite guidate a pagamento. Attivit� laboratoriali a pagamento con prenotazione obbligatoria.
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/Maddalenas_intra.jpg;scultore e pittore dell'Italia nord-orientale sec. XV, Santa Maria Maddalena sollevata dagli angeli;Museo Vescovile di Ripatransone - Musei Sistini del Piceno;Chiesa Sant'Agostino e ambienti dell'ex Episcopio;C.so Vittorio Emanuele II;snc;RIPATRANSONE;"0735/99301; 0735.594960; 347.3804444";info@museisistini.it;www.museisistini.it;Arte;Specializzato;43.0012;13.7626;"Dal 1� giugno al 30 settembre: 15.30-19.30. Il 14-15 agosto ""Puzzle gastronomico"": 21-23.";;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/MaiolicheUrbinati_BottegaOrazioFontana.jpg;bottega di Orazio Fontana, Maiolica urbinate;Museo Antico Tesoro della Santa Casa;Palazzo Apostolico;Piazza della Madonna;1;LORETO;"071/9747198; 071/9747160. 071/977748 (pro loco)";"palazzoapostolicoloreto@alice.it; info@prolocoloreto.com";www.santuarioloreto.it;Arte;;43.4413;13.6097;aprile-giugno: marted�-venerd� 10-13, 15-18, sabato domenica festivi 10-13, 15-19. 1 luglio-9 settembre:10-20. Novembre-marzo: 10-13, 15-18. Luned� chiuso.;"""Loreto Unica"" per gruppi (min.15 persone, accompagnatore gratis) ?10: Ingresso al Museo con guida, Ingresso ai camminamenti di ronda, visita con guida e auricolari alla Basilica.";"Intero:?4;ridotto:?3(under 14 over 65, militari, studenti);Family card: ?8;gruppi: ?3;scuola: ?2"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/MG_4113.jpg;scultore napoletano, Angelo custode;Museo di arte sacra di Montemonaco - Musei Sistini del Piceno;Chiesa di San Biagio;Viale Italia;snc;MONTEMONACO;0735/594960;info@museisistini.it;www.museisistini.it;Arte;Specializzato;42.8994;13.3339;Nei periodi di Natale, Pasqua fino al 1� maggio ed estate. Luglio e agosto: 16-19. Le domeniche di luglio e agosto e fino al 16 settembre anche 10.45-12.45. Per orari specifici consultare il sito o 347.3804444.;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/MITI_IMG_8583.jpg;Museo dell'Innovazione e della Tecnica Industriale;MITI - Museo dell'Innovazione e della Tecnica Industriale;Officine storiche Iti Montani;Via Padre Marchionni;;FERMO;199.151.123;callcenter@sistemamuseo.it;www.mitimontani.provincia.fm.it;Scienza e tecnica;;43.1615;13.7076;dal 30 Marzo al 31 Dicembre: sabato, domenica e festivi dalle 16.00 alle 20.00. Apertura a richiesta su  prenotazione al di fuori dell'orario indicato;"Call Center rete ""Musei Comuni"" 199.151.123 Costo da tel. fisso Telecom Italia 10 cent. al min. IVA incl. senza scatti alla risposta tutti i giorni 24/24 h. Altro oper contat servizio clienti.";"intero: ? 4; ridotto: ? 2 (under 14 over 65); gratuito (under 6 anni)"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/P1000591.jpg;Veduta esterna;Museo della Citt� - Forte Malatesta;Forte Malatesta;Via delle Terme;;ASCOLI PICENO;0736.262833;info@ascolimusei.it;www.ascolimusei.it;Storia;Archeologia;42.8528;13.5852;Sabato domenica festivi e prefestivi 10-19. Marted� e gioved�: 10-13. Mercoled� e venerd�: 15-18. Chiuso luned�.;;"Intero: ? 4; ridotto ? 2; studenti dai 14 anni ? 1; famiglie ? 5"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/PC170101.jpg;Veduta della Rocca Varano, sede del Museo;Centro espositivo permanente dell'artigianato artistico - Museo Rocca Varano;Localit� Sfercia;;;CAMERINO;0737.464004;artimestieri@gmail.com;www.roccavarano.it;Etnografia e antropologia;Territoriale;43.1121;13.1243;Primavera: domenica 16-19. Luglio: 10.30-12.30 e 16-19.30 (sab pom e dom). Agosto: 10.30-12.30 e 16-19.30 (ven sab e dom). Settembre:10.30-12.30 e 16-19 (sab e dom pom). Ottobre:10.30-12.30 e 16-19 (dom pom).;"In caso di pioggia la struttura rester� chiusa.Per gruppi organizzati visite su prenotazione: 0733.232527; 338.3828055";"Intero: ? 2; ridotto: ? 1 (da 6 a 15 anni e over 65)"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/Pescheria_fronte_1.jpg;Fondazione Pescheria Centro Arti Visive, esterno;Fondazione Pescheria - Centro Arti Visive;"ex Pescheria; ex Chiesa del Suffragio";Corso XI Settembre;184;PESARO;0721/387651;centroartivisive@comune.pesaro.pu.it;http://www.centroartivisivepescheria.it;Arte;;43.912;12.9083;"Estate: dal marted� al venerd� 10-12.30, 16.30-20; sabato domenica e festivi 10-12.30, 16.30-22. Inverno 10-12,17.30-19.30. Luned� chiuso.";;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/Pinacoteca1.jpg;Museo Pinacoteca Internazionale del Presepio, interno;"Museo Pinacoteca Internazionale del Presepio ""don Eugenio De Angelis""";Ex convento dei Padri agostiniani;Via Bonarelli;4;MORROVALLE;0733.222913;;"www.museodelpresepio.altervista.org; www.comune.morrovalle.mc.it/Engine/RAServePG.php/P/";Specializzato;;43.3145;13.5792;Apertura su richiesta (tel. 0733.222913 dalle 9 alle 13). Dicembre e gennaio: sabato dalle 16 alle 19.;;Ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/prandone1.jpg;bottega degli Embriachi sec. XV, Trittico in avorio appartenuto a San Giacomo della Marca;Museo del santuario di San Giacomo della Marca di Monteprandone - Musei Sistini del Piceno;Chiesa di Santa Maria delle Grazie;C.da S. Maria delle Grazie;snc;MONTEPRANDONE;"0735/99301; 0735.594960; 347.3804444";info@museisistini.it;www.museisistini.it;Specializzato;Arte;42.9204;13.8381;Nei periodi di Natale, Pasqua fino al 1� maggio ed estate. Dal 15 luglio e agosto: 17.30-19.30;Fino al 15 settembre 2013 aperto tutti i giorni 17 - 19.30 e la domenica anche 10.30 - 12.30.;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/S_Agostino_Mondolfo.jpg;Complesso di Sant'Agostino, sede del Museo Civico di Mondolfo;Museo Civico;Complesso di Sant'Agostino;Via Cavour;;MONDOLFO;0721.959677;biblio.mondolfo@provincia.ps.it;www.comune.mondolfo.pu.it;Territoriale;Arte;43.7498;13.0977;;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/SalaIII_idolino.jpg;Veduta della Sala III, Sezione II con l'Idolino di Pesaro;Museo Archeologico Oliveriano;Palazzo Almerici;via Mazza;97;PESARO;0721.33344;biblio.oliveriana@provincia.pu.it;http://www.oliveriana.pu.it;Archeologia;;43.9098;12.9098;Dal luned� al venerd� dalle 15 alle 18. Sabato dalle 9 alle 12. Ogni sabato alle ore 10.30 visite guidate ad ingresso libero.;L'apertura � possibile grazie alla borsa lavoro assegnata dalla Provincia di Pesaro e Urbino su finanziamento della Regione Marche.;ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1412/Thumbs/slide_cornice_iat3.jpg;Ingresso;"Centro Studi ""Il Paesaggio dell'Eccellenza""";;Via Battisti;34;RECANATI;334.9157632;info@paesaggioeccellenza.it;www.paesaggioeccellenza.it;Specializzato;;43.4032;13.5507;giugno/agosto - gioved� e venerd� 18/20 - sabato e domenica 17/20settembre/maggio - marted� e mercoled� 10/12 - sabato e domenica 16/19Sono previste aperture straordinarie e su appuntamento.;;Ingresso gratuito con visita guidata
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1426/Thumbs/PortoRecanati_71.jpg;Castello Svevo, sede della Mostra Archeologica Permanente e della Pinacoteca Comunale;"Pinacoteca Comunale ""Attilio Moroni""";Castello Svevo;Piazza F.lli Brancondi;1;PORTO RECANATI;071.7591283;info@portorecanatiturismo.it;www.turismoportorecanati.it - www.comune.porto-recanati.mc.it;Arte;;43.4376;13.6612;Estate: tutti i giorni dal marted� al sabato, dalle ore 16:00 alle ore 19:00 con ingresso gratuito.Nel periodo invernale visite su richiesta previo appuntamento telefonico.;;Ingresso gratuito
;Didascalia;Denominazione;Localita;Indirizzo;Civico;Comune;Telefono;Email;Sito Web;Categoria;Categoria Secondaria;Latitudine;Longitudine ;Orario;Note;Ingresso 
;bj;bu;ih;bj;bj;bj;31;bsj@gmail.com;sn.it;dl;cb;0;0;0;0;n
